,content_descriptors,game_name,platforms,rating 
1,No Descriptors,MAJOR LEAGUE BASEBALL 2K7,Game Boy Advance,E
0,"Mild Language, Violence",X-Men Legends II: Rise of Apocalypse,"Online, Windows PC, PlayStation 2, PSP, Xbox",T
0,"Blood, Drug Reference, Strong Language, Suggestive Themes, Violence",Driver '76,PSP,M
0,"Language, Violence",Turning Point: Fall of Liberty,"Windows PC, PlayStation 3, Xbox 360",T
0,No Descriptors,NBA Courtside 2002,GameCube,E
0,"Comic Mischief, Mild Fantasy Violence",How To Train Your Dragon 2,Nintendo 3DS,E10plus
1,"Comic Mischief, Mild Fantasy Violence",How To Train Your Dragon 2,Wii,E10plus
2,"Comic Mischief, Mild Fantasy Violence",How To Train Your Dragon 2,"PlayStation 3, Wii U, Xbox 360",E10plus
0,Cartoon Violence,The Adventures of Tintin: The Game,Nintendo 3DS,E10plus
1,Cartoon Violence,The Adventures of Tintin: The Game,"Windows PC, PlayStation 3, Wii, Xbox 360",E10plus
0,Cartoon Violence,Avatar: The Last Airbender - Into the Inferno,Nintendo DS,E
1,Cartoon Violence,Avatar: The Last Airbender - Into the Inferno,"PlayStation 2, Wii",E10plus
0,"Mild Language, Suggestive Themes, Violence",TALES OF HEARTS™ R,PS Vita,T
0,"Crude Humor, Mild Fantasy Violence, Mild Language",Digimon World Data Squad,PlayStation 2,E10plus
0,"Mild Suggestive Themes, Use of Alcohol, Violence",DYNASTY WARRIORS 7: Xtreme Legends Definitive Edition,Windows PC,T
1,"Violence, Suggestive Themes",DYNASTY WARRIORS 7 Empires,PlayStation 3,T
2,"Alcohol Reference, Mild Language, Mild Suggestive Themes, Violence",DYNASTY WARRIORS 7: Xtreme Legends,PlayStation 3,T
3,"Alcohol Reference, Mild Language, Mild Suggestive Themes, Violence",DYNASTY WARRIORS 7,"PlayStation 3, Xbox 360",T
0,Comic Mischief,Petz Catz Family,"Nintendo 3DS, Nintendo DSi",E
1,Comic Mischief,Petz Catz Playground,Nintendo DS,E
2,No Descriptors,Petz Fashion Dogz and Catz,Nintendo DS,E
3,No Descriptors,Petz Catz Clan,Nintendo DS,E
4,Comic Mischief,Catz PC,Windows PC,E
5,No Descriptors,Catz: Your Computer Petz,Windows PC,E
6,No Descriptors,Catz: Your Virtual Petz,Windows PC,E
7,Comic Mischief,Petz Catz 2,Windows PC,E
8,Mild Fantasy Violence,Petz Catz 2,"PlayStation 2, Wii",E
9,No Descriptors,Petz Catz 2,Nintendo DS,E
0,"Animated Blood, Violence",Mega Man X Collection,"GameCube, PlayStation 2",E
0,"Mild Violence, Mild Language",Trials Fusion,"Xbox 360, Xbox One",E10plus
1,"Mild Language, Mild Violence",Trials Fusion,"Windows PC, PlayStation 4, Xbox One",E10plus
0,"Cartoon Violence, Comic Mischief",LEGO Ninjago: Shadow of Ronin,Nintendo 3DS,E10plus
1,"Cartoon Violence, Comic Mischief",LEGO Ninjago: Shadow of Ronin,PS Vita,E10plus
0,"Fantasy Violence, Mild Language",Avalon Code,Nintendo DS,E10plus
0,No Descriptors,That's So Raven: Psychic on the Scene,Nintendo DS,E
0,Mild Violence,Monster Jam: Path of Destruction,PSP,E
1,Mild Violence,Monster Jam: Path of Destruction,"PlayStation 3, Wii, Xbox 360",E
2,Mild Violence,Monster Jam: Path of Destruction,Nintendo DS,E
0,Mild Violence,Panzer General: Allied Assault,Xbox 360,E
1,Animated Violence,Panzer General 3D: Scorched Earth,Windows PC,E
2,Animated Violence,Panzer General 3D Assualt,Windows PC,E
3,Animated Violence,Panzer General ll,Windows PC,E
4,Animated Violence,Panzer General,PlayStation/PS one,E
5,Animated Violence,Panzer General,"Online, Windows PC",E
0,"Drug Reference, Mild Blood, Mild Language, Mild Violence, Sexual Themes",Broken Sword: Shadow of the Templars - The Director's Cut,Wii,T
1,"Drug Reference, Mild Blood, Mild Language, Mild Violence, Sexual Themes",Broken Sword: Shadow of the Templars - The Director's Cut,Nintendo DS,T
0,"Animated Blood and Gore, Animated Violence",Spawn the Eternal,PlayStation/PS one,M
0,No Descriptors,MLB The Show 21,"PlayStation 4, PlayStation 5, Xbox One, Xbox Series",E
1,No Descriptors,MLB The Show 20,PlayStation 4,E
2,No Descriptors,MLB The Show 19,PlayStation 4,E
3,No Descriptors,MLB The Show 18,PlayStation 4,E
4,No Descriptors,MLB The Show 17,PlayStation 4,E
5,No Descriptors,MLB The Show 16,PlayStation 3,E
6,No Descriptors,MLB The Show 16 ,PlayStation 4,E
7,No Descriptors,MLB 15 The Show,PlayStation 4,E
8,No Descriptors,MLB 15 The Show,PlayStation 3,E
9,No Descriptors,MLB 15 The Show,PS Vita,E
0,Animated Violence,Army Men:Sarge's Heroes 2,Game Boy Color,E
1,Animated Violence,Army Men: Sarge's Heroes 2,"Nintendo 64, PlayStation 2, PlayStation/PS one",T
0,No Descriptors,Madden NFL 13,PS Vita,E
1,No Descriptors,Madden NFL 13,"PlayStation 3, Wii U, Xbox 360",E
2,No Descriptors,Madden NFL 13,Wii,E
0,"Blood, Partial Nudity, Strong Language, Suggestive Themes, Violence",Corpse Party: Blood Drive,Nintendo Switch,M
1,"Blood, Partial Nudity, Strong Language, Suggestive Themes, Violence",Corpse Party: Blood Drive,PS Vita,M
0,"Blood, Drug Reference, Intense Violence, Strong Language, Suggestive Themes",Homefront: The Revolution,"Windows PC, PlayStation 4, Xbox One",M
1,"Blood, Strong Language, Violence",Homefront,"Windows PC, PlayStation 3, Xbox 360",M
0,Comic Mischief,Disney Stitch Jam + DGamer,Nintendo DS,E
0,Mild Fantasy Violence,Bakugan Battle Brawlers: Battle Trainer,Nintendo DS,E
1,Fantasy Violence,Bakugan: Battle Brawlers,"PlayStation 2, PlayStation 3, Wii, Xbox 360",E
2,Mild Fantasy Violence,Bakugan: Battle Brawlers,Nintendo DS,E
0,Mild Lyrics,Britney's Dance Beat,"Game Boy Advance, Macintosh, Windows PC, PlayStation 2",E
0,No Descriptors,World Soccer Winning Eleven 7 International,"Windows PC, PlayStation 2",E
0,"Mild Language, Violence",Ace Combat Assault Horizon Legacy +,Nintendo 3DS,T
1,"Mild Language, Violence",Ace Combat Assault Horizon: Legacy,Nintendo 3DS,T
0,Suggestive Themes,SRS Street Racing Syndicate,Game Boy Advance,T
0,Violence,Vexx,"GameCube, PlayStation 2, Xbox",T
0,"Mild Blood, Mild Language, Violence",The Incredible Hulk,"Windows PC, PlayStation 2, Wii",T
1,"Mild Blood, Mild Language, Violence",The Incredible Hulk,"PlayStation 3, Xbox 360",T
2,"Mild Language, Violence",The Incredible Hulk,Nintendo DS,E10plus
3,"Language, Violence",The Incredible Hulk,"GameCube, PlayStation 2, Xbox",T
4,Violence,The Incredible Hulk,Game Boy Advance,E
5,Animated Violence,The Incredible Hulk: The Pantheon Saga,"Windows PC, PlayStation/PS one, Sega Saturn",E
0,"Blood, Intense Violence, Sexual Themes, Strong Language",BioShock 2,"Windows PC, PlayStation 3, Xbox 360, Xbox One",M
0,"Violence, Partial Nudity",Marvel Vs. Capcom: Origins,"Xbox 360, PlayStation 3",T
0,Comic Mischief,Imagine Teacher Class Trip,Nintendo DS,E
0,"Blood and Gore, Violence",TimeSplitters Future Perfect,"GameCube, Online, PlayStation 2, Xbox",M
0,"Comic Mischief, Mild Fantasy Violence",Final Fantasy Fables Chocobo Tales,Nintendo DS,E
0,No Descriptors,Harvest Moon: Magical Melody,"GameCube, Wii",E
0,"Animated Violence, Realistic Violence",K-1 Revenge,PlayStation/PS one,E
0,Animated Violence,G-Police Weapons of Justice,PlayStation/PS one,T
1,Animated Violence,G-Police,PlayStation/PS one,E
0,Cartoon Violence,Spider-Man: Shattered Dimensions,Nintendo DS,E10plus
1,"Mild Language, Mild Suggestive Themes, Violence",Spider-Man: Shattered Dimensions,"Windows PC, PlayStation 3, Xbox 360",T
2,"Mild Language, Mild Suggestive Themes, Violence",Spider-Man: Shattered Dimensions,Wii,T
0,Mild Suggestive Themes,Corvette Evolution GT,PlayStation 3,E
1,Mild Suggestive Themes,Corvette Evolution GT,"Nintendo DS, PlayStation 2",E
2,No Descriptors,Corvette,"Windows PC, PlayStation 2, Xbox",E
3,No Descriptors,Corvette 50th Anniversary,Game Boy Advance,E
0,Lyrics,AC/DC Live: Rock Band Track Pack,"PlayStation 2, PlayStation 3, Wii, Xbox 360",T
0,No Descriptors,Deca Sports 3,Wii,E
0,Fantasy Violence,Harry Potter and the Goblet of Fire,"GameCube, Windows PC, PlayStation 2, Xbox",E10plus
1,Fantasy Violence,Harry Potter and the Goblet of Fire,Nintendo DS,E
2,Fantasy Violence,Harry Potter and the Goblet of Fire,Game Boy Advance,E
3,Fantasy Violence,Harry Potter and the Goblet of Fire,PSP,E10plus
0,"Blood and Gore, Violence",Midway Arcade Treasures: Extended Play,"Online, PSP",M
0,No Descriptors,F1 2015,Linux,E
1,No Descriptors,F1 2015,"Windows PC, PlayStation 4, Xbox One",E
0,Cartoon Violence,Skylanders SWAP Force,"PlayStation 3, Wii U, Xbox 360",E10plus
1,Cartoon Violence,Skylanders SWAP Force,Nintendo 3DS,E10plus
2,Cartoon Violence,Skylanders SWAP Force,Wii,E10plus
3,Cartoon Violence,Skylanders SWAP Force,"PlayStation 4, Xbox One",E10plus
0,"Blood, Violence",Bass Pro Shops: The Hunt – Trophy Showdown,Wii,T
1,"Blood, Violence",Bass Pro Shops: The Hunt,Wii,T
2,"Blood, Violence",Bass Pro Shops: The Hunt ,"Windows PC, Xbox 360",T
0,"Animated Blood, Language, Mild Fantasy Violence, Mild Suggestive Themes","What Did I Do to Deserve This, My Lord!? 2","PS Vita, PSP",T
0,Lyrics,Boogie Superstar,Wii,E10plus
0,Lyrics,Rock Band Track Pack Volume 1,"PlayStation 2, Wii",T
0,"Fantasy Violence, Language",Ashes of the Singularity: Escalation,Windows PC,E10plus
1,"Blood and Gore, Intense Violence, Strong Language",Singularity ,"Windows PC, PlayStation 3, Xbox 360",M
0,Violence,Super Monkey Ball Deluxe,"PlayStation 2, Xbox",E
0,"Alcohol Reference, Crude Humor, Language, Suggestive Themes, Violence",Street Fighter X Tekken,"Windows PC, PlayStation 3, PS Vita, Xbox 360",T
0,"Blood, Violence",Kill Switch,Game Boy Advance,T
1,"Strong Language, Violence",Kill.Switch,Windows PC,T
2,"Strong Language, Violence",Kill.Switch,"PlayStation 2, Xbox",T
0,Cartoon Violence,Ben 10 Ultimate Alien: Cosmic Destruction,"PlayStation 2, PlayStation 3, PS Vita, PSP, Wii, Xbox 360",E10plus
1,Cartoon Violence,Ben 10 ULTIMATE ALIEN: Cosmic Destruction,Nintendo DS,E10plus
0,"Blood, Sexual Themes, Strong Language, Use of Drugs, Violence",Metro 2033 Redux,"Stadia, Nintendo Switch",M
1,"Intense Violence, Blood, Sexual Content, Nudity, Strong Language, Use of Drugs and Alcohol",Metro 2033 Redux,"PlayStation 4, Windows PC, Xbox One",M
2,"Blood, Sexual Themes, Strong Language, Use of Drugs, Violence",Metro 2033,"Windows PC, Xbox 360",M
3,"Blood, Sexual Themes, Strong Language, Use of Drugs, Violence",Metro 2033,"Windows PC, Xbox 360",M
0,"Blood, Drug Reference, Fantasy Violence, Language, Partial Nudity, Suggestive Themes, Use of Alcohol",Stella Glow,Nintendo 3DS,T
0,Lyrics,Dancing with the Stars: We Dance!,Wii,E10plus
1,Lyrics,Dancing with the Stars: We Dance!,Nintendo DS,E10plus
2,Mild Suggestive Themes,Dancing with the Stars,Windows PC,E
3,Mild Suggestive Themes,Dancing with the Stars,Windows PC,E
4,Mild Lyrics,Dancing with the Stars,"PlayStation 2, Wii",E10plus
0,No Descriptors,The Simpson's Road Rage,Game Boy Advance,E
0,Cartoon Violence,DreamWorks' Megamind: Mega Team Unite,Wii,E10plus
0,"Alcohol Reference, Mild Blood",PDC World Championship Darts 2008,"Windows PC, PlayStation 2, PSP, Wii",E10plus
0,"Mild Fantasy Violence, Mild Language, Suggestive Themes",Luminous Arc 2,Nintendo DS,T
1,"Alcohol Reference, Language, Mild Fantasy Violence, Suggestive Themes",Luminous Arc,Nintendo DS,T
0,Fantasy Violence,The Lord of the Rings: Aragorn's Quest,"PlayStation 3, Wii",T
0,"Animated Blood, Violence",Dragon Ball Z Sagas,"GameCube, PlayStation 2, Xbox",T
0,No Descriptors,EA SPORTS Grand Slam Tennis 2,"PlayStation 3, Xbox 360",E
0,Mild Violence,NHRA Championship Drag Racing,PlayStation 2,E
0,"Alcohol Reference, Mild Language",The Price Is Right 2010 Edition,"Windows PC, Wii",E
1,Alcohol Reference,The Price Is Right 2010 Edition,Nintendo DS,E
0,No Descriptors,Monster Jam Steel Titans 2,"Windows PC, PlayStation 4, Stadia, Nintendo Switch, Xbox One",E
1,No Descriptors,Monster Jam Steel Titans,Stadia,E
2,No Descriptors,Monster Jam Steel Titans,Nintendo Switch,E
3,No Descriptors,Monster Jam Steel Titans,"Windows PC, PlayStation 4, Xbox One",E
4,No Descriptors,Monster Jam: Crush It!,Nintendo Switch,E
5,No Descriptors,Monster Jam: Crush It!,"Windows PC, PlayStation 4, Xbox One",E
6,Mild Fantasy Violence,Monster Jam Battlegrounds,"PlayStation 3, Xbox 360",E
7,Mild Violence,Monster Jam: Path of Destruction,PSP,E
8,Mild Violence,Monster Jam: Path of Destruction,"PlayStation 3, Wii, Xbox 360",E
9,Mild Violence,Monster Jam: Path of Destruction,Nintendo DS,E
0,"Blood, Language, Partial Nudity, Sexual Themes, Violence",Valhalla Knights 3,PS Vita,M
1,"Alcohol and Tobacco Reference, Mild Language, Violence",Valhalla Knights 2: Battle Stance,PSP,E10plus
2,"Alcohol Reference, Blood, Fantasy Violence",Valhalla Knights: Eldar Saga,Wii,T
3,"Alcohol and Tobacco Reference, Mild Language, Violence",Valhalla Knights 2,PSP,E10plus
4,"Alcohol and Tobacco Reference, Fantasy Violence, Mild Language, Mild Suggestive Themes",Valhalla Knights,"PS Vita, PSP",E10plus
0,"Alcohol Reference, Suggestive Themes",Harvest Moon: Another Wonderful Life,GameCube,E
0,No Descriptors,NBA Live 10,"PlayStation 3, Xbox 360",E
1,No Descriptors,NBA Live 10,PSP,E
0,No Descriptors,MX vs ATV Reflex,"PS Vita, PSP",E
1,No Descriptors,MX vs ATV Reflex,Nintendo DS,E
2,"Mild Suggestive Themes, Mild Violence",MX vs ATV Reflex,"Windows PC, PlayStation 3, Xbox 360",E
0,Mild Fantasy Violence,Bakugan Battle Brawlers: Battle Trainer,Nintendo DS,E
1,Fantasy Violence,Bakugan: Battle Brawlers,"PlayStation 2, PlayStation 3, Wii, Xbox 360",E
2,Mild Fantasy Violence,Bakugan: Battle Brawlers,Nintendo DS,E
0,"Language, Mild Violence",Storm - Frontline Nation,Windows PC,E10plus
1,"Blood, Language, Violence",Frontlines: Fuel of War,"Windows PC, PlayStation 3, Xbox 360",T
2,Violence,Frontline: Fields of Thunder,Windows PC,T
3,Violence,WWII Frontline Command,Windows PC,T
4,Violence,Medal of Honor Frontline,"GameCube, PlayStation 2, PlayStation 3, Xbox",T
0,"Animated Blood, Mild Cartoon Violence",Paperboy/Rampage,Game Boy Advance,E
1,Mild Animated Violence,Paperboy,"PlayStation/PS one, Xbox 360",E
2,Mild Animated Violence,Paperboy,Game Boy Color,E
0,"Comic Mischief, Mature Sexual Themes",South Park: Chef's luv Shack,"Dreamcast, Nintendo 64, Windows PC, PlayStation/PS one",M
0,Animated Violence,Midways Greatest Arcade Hits Volume 1,Dreamcast,E
0,Animated Violence,Road Rash 64,Nintendo 64,T
0,Animated Violence,Army Men: Air Combat - Elite Missions,"GameCube, PlayStation 2",T
1,Animated Violence,Army Men : Air Combat,Game Boy Color,E
2,Animated Violence,Army Men  Air Combat,Nintendo 64,T
0,No Descriptors,Sega Sports NCAA College Basketball 2K3,"GameCube, PlayStation 2, Xbox",E
0,Fantasy Violence,Harry Potter and the Deathly Hallows Part 2,Wii,T
1,Fantasy Violence,Harry Potter and the Deathly Hallows Part 2,"Windows PC, PlayStation 3, Xbox 360",T
2,Mild Fantasy Violence,Harry Potter and the Deathly Hallows Part 2,Nintendo DS,E10plus
0,No Descriptors,NCAA March Madness 2004,"Online, PlayStation 2, Xbox",E
0,Comic Mischief,Lucky Luke,Game Boy Color,E
1,Animated Violence,Lucky Luke,"Windows PC, PlayStation/PS one",E
0,"Alcohol Reference, Blood and Gore, Mild Suggestive Themes, Violence",Ghost Rider,PlayStation 2,T
1,"Blood and Gore, Mild Suggestive Themes, Violence",Ghost Rider,PSP,T
2,"Fantasy Violence, Suggestive Themes",Ghost Rider,Game Boy Advance,T
0,Mild Lyrics,Tony Hawk's American SK8Land,Nintendo DS,E
1,No Descriptors,Tony Hawk's American SK8Land,Game Boy Advance,E
0,Suggestive Themes,Juiced 2 Hot Import Nights,Nintendo DS,T
1,"Language, Suggestive Themes",Juiced 2 Hot Import Nights,"PlayStation 2, PSP",T
2,"Language, Suggestive Themes",Juiced 2 Hot Import Nights,"Windows PC, PlayStation 3, Xbox 360",T
0,"Alcohol and Tobacco Reference, Violent References",Are You Smarter Than a 5th Grader? Game Time,Nintendo DS,E
1,"Alcohol Reference, Violent References",Are You Smarter Than a 5th Grader? Game Time,"Wii, Xbox 360",E
0,No Descriptors,Amazing Adventures: The Forgotten Ruins,Nintendo DS,E
0,"Blood, Language, Violence",Destiny 2: Forsaken,"Windows PC, PlayStation 4, Xbox One",T
1,"Violence, Blood and Gore, Language",Forsaken Remastered,Xbox One,T
2,"Blood, Language, Violence",Destiny 2: Forsaken,"Windows PC, PlayStation 4, Xbox One",T
3,"Violence, Blood",True Fear: Forsaken Souls - Part 1,PlayStation 4,T
4,"Violence, Mild Blood, Use of Alcohol",Grim Legends: The Forsaken Bride,"PlayStation 4, Xbox One",T
5,"Animated Blood, Violence",Majin and the Forsaken Kingdom,"PlayStation 3, Xbox 360",T
6,"Blood and Gore, Language, Sexual Themes, Use of Drugs, Violence",Gothic 3: Forsaken Gods,Windows PC,T
7,"Alcohol Reference, Blood, Suggestive Themes, Violence",DUNGEONS &amp; DRAGONS ONLINE: Forsaken Lands,Windows PC,T
8,Fantasy Violence,Bujingai: The Forsaken City,PlayStation 2,T
9,"Mild Language, Violence",Wizardry Tale of the Forsaken Land,PlayStation 2,T
0,No Descriptors,Pictionary: Ultimate Edition,"PlayStation 3, Xbox 360",E
0,"Cartoon Violence, Comic Mischief",LEGO The Hobbit,"Windows PC, PlayStation 3, Wii U, Xbox 360",E10plus
1,"Cartoon Violence, Comic Mischief",LEGO The Hobbit,Nintendo 3DS,E10plus
2,"Cartoon Violence, Comic Mischief",LEGO The Hobbit,PS Vita,E10plus
3,"Cartoon Violence, Comic Mischief",LEGO The Hobbit,"PlayStation 4, Xbox One",E10plus
0,"Violence, Mild Blood, Alcohol Reference, Mild Suggestive Themes",SAMURAI WARRIORS 4 Empires,"PlayStation 3, PS Vita",T
1,"Alcohol Reference, Mild Blood, Mild Suggestive Themes, Violence",SAMURAI WARRIORS 4 Empires,PlayStation 4,T
2,"Violence, Mild Suggestive Themes",SAMURAI WARRIORS 4-II,PlayStation 4,T
3,"Mild Suggestive Themes, Violence",SAMURAI WARRIORS 4-II,PlayStation 4,T
4,"Violence, Use of Alcohol and Tobacco, Mild Suggestive Themes",SAMURAI WARRIORS 4,"PlayStation 3, PS Vita",T
5,"Mild Suggestive Themes, Use of Alcohol and Tobacco, Violence",SAMURAI WARRIORS 4: Special Anime Pack,PlayStation 4,T
6,"Mild Suggestive Themes, Use of Alcohol and Tobacco, Violence",SAMURAI WARRIORS 4,PlayStation 4,T
0,"Cartoon Violence, Comic Mischief",LEGO The Hobbit,"Windows PC, PlayStation 3, Wii U, Xbox 360",E10plus
1,"Cartoon Violence, Comic Mischief",LEGO The Hobbit,Nintendo 3DS,E10plus
2,"Cartoon Violence, Comic Mischief",LEGO The Hobbit,PS Vita,E10plus
3,"Cartoon Violence, Comic Mischief",LEGO The Hobbit,"PlayStation 4, Xbox One",E10plus
4,"Comic Mischief, Violence",The Hobbit,"GameCube, Windows PC, PlayStation 2, Xbox",E
5,Violence,The Hobbit,Game Boy Advance,E
0,No Descriptors,Dance Dance Revolution Disney CHANNEL Edition,PlayStation 2,E
0,"Mild Lyrics, Mild Violence",DiRT Showdown,"Windows PC, PlayStation 3, Xbox 360, Xbox One",E10plus
0,"Blood, Suggestive Themes, Violence",Divinity II: Ego Draconis,Xbox 360,M
1,"Blood, Suggestive Themes, Violence",Divinity II: Ego Draconis,Windows PC,M
2,"Blood, Suggestive Themes, Violence",Divinity II: Ego Draconis,"Windows PC, Xbox 360",M
0,No Descriptors,Academy: Checkers,"Nintendo DSi, Nintendo 3DS",E
1,No Descriptors,Internet Checkers,Windows PC,E
2,No Descriptors,"77200 TV Board Games 3-in-1 (Battleship, Simon, Checkers)",Plug-and-Play,E
3,No Descriptors,Checkers,Plug-and-Play,E
4,No Descriptors,Checkers,Online,E
5,No Descriptors,Chess &amp; Checkers,Windows PC,E
6,No Descriptors,"Chess, Checkers, Reversi",Palm Pilot,E
7,No Descriptors,Checkers,Windows PC,E
